user_id,country_code
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,VN
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,BD
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,VN
7.81684E+11,ID
7.81684E+11,PK
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,TH
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,PK
7.81684E+11,MY
7.81684E+11,MY
7.81684E+11,MY
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,BD
7.81684E+11,TH
7.81684E+11,ID
7.81684E+11,MA
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,TH
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,TH
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,VN
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,PK
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,KH
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,BD
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,BD
7.81684E+11,MY
7.81684E+11,PH
7.81684E+11,BD
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,PH
7.81684E+11,BD
7.81684E+11,BD
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,NP
7.81684E+11,PH
7.81684E+11,BD
7.81684E+11,ID
7.81684E+11,TH
7.81684E+11,NP
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PK
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,MM
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,PH
7.81684E+11,MY
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PK
7.81684E+11,PK
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,BD
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,MY
7.81684E+11,PH
7.81684E+11,PH
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,NP
7.81684E+11,MY
7.81684E+11,MY
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,PH
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,NP
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,MY
7.81684E+11,VN
7.81684E+11,ID
7.81684E+11,ID
7.81684E+11,ID
0,MY
1,ID
2,ID
3,ID
4,ID
5,ID
6,ID
7,PH
8,MY
9,ID
10,ID
11,TH
12,PK
13,ID
14,ID
15,PH
16,PH
17,ID
18,ID
19,PH
20,ID
21,PH
22,ID
23,ID
24,MY
25,TH
26,ID
27,MY
28,MY
29,PH
30,ID
31,MY
32,ID
33,ID
34,ID
35,ID
36,ID
37,ID
38,ID
39,ID
40,ID
41,ID
42,ID
43,MY
44,ID
45,ID
46,ID
47,ID
48,MY
49,BD
50,ID
51,PH
52,ID
53,ID
54,ID
55,ID
56,MY
57,MY
58,ID
59,ID
60,ID
61,MY
62,ID
63,PH
64,ID
65,MY
66,ID
67,ID
68,ID
69,ID
70,ID
71,ID
72,NP
73,ID
74,NP
75,NP
76,PH
77,ID
78,MY
79,ID
80,ID
81,ID
82,ID
83,BD
84,PK
85,ID
86,ID
87,ID
88,PH
89,PH
90,MY
91,ID
92,MY
93,PH
94,ID
95,PH
96,PH
97,NP
98,ID
99,TH
100,ID
101,NP
102,MY
103,NP
104,ID
105,ID
106,ID
107,PH
108,ID
109,PH
110,MY
111,MY
112,MY
113,PH
114,ID
115,ID
116,ID
117,ID
118,TH
119,MY
120,PH
121,ID
122,PH
123,ID
124,NP
125,ID
126,ID
127,PH
128,NP
129,ID
130,PH
131,MY
132,ID
133,MY
134,ID
135,PH
136,PH
137,MY
138,MY
139,NP
140,PH
141,MY
142,MY
143,MY
144,MY
145,NP
146,ID
147,ID
148,NP
149,SA
150,ID
151,MY
152,PH
153,ID
154,ID
155,ID
156,PH
157,MY
158,ID
159,PH
160,ID
161,MY
162,ID
163,NP
164,MY
165,ID
166,ID
167,NP
168,ID
169,MY
170,ID
171,ID
172,NP
173,ID
174,ID
175,ID
176,ID
177,ID
178,ID
179,ID
180,TH
181,ID
182,TH
183,TH
184,MY
185,MY
186,ID
187,ID
188,ID
189,ID
190,ID
191,ID
192,MY
193,ID
194,ID
195,TH
196,ID
197,MY
198,ID
199,PH
200,NP
201,ID
202,MY
203,PH
204,ID
205,PH
206,ID
207,NP
208,NP
209,ID
210,ID
211,ID
212,NP
213,MY
214,ID
215,MY
216,MY
217,ID
218,MY
219,PK
220,ID
221,PH
222,NP
223,PH
224,ID
225,TH
226,PH
227,ID
228,MY
229,ID
230,BD
231,PH
232,MY
233,ID
234,MY
235,PH
236,MY
237,NP
238,ID
239,NP
240,NP
241,ID
242,ID
243,ID
244,ID
245,ID
246,MY
247,ID
248,ID
249,ID
250,ID
251,PH
252,PH
253,ID
254,MY
255,ID
256,MY
257,ID
258,PH
259,PH
260,ID
261,ID
262,ID
263,PH
264,ID
265,MY
266,NP
267,MY
268,MY
269,LK
270,ID
271,ID
272,ID
273,NP
274,PH
275,ID
276,ID
277,ID
278,ID
279,PH
280,ID
281,MY
282,ID
283,ID
284,ID
285,ID
286,MY
287,ID
288,PH
289,ID
290,PH
291,ID
292,ID
293,TH
294,ID
295,PH
296,PH
297,BD
298,ID
299,MM
300,ID
301,ID
302,TH
303,MY
304,ID
305,PK
306,NP
307,PH
308,PH
309,ID
310,PH
311,PH
312,MY
313,ID
314,NP
315,NP
316,ID
317,PH
318,MY
319,ID
320,ID
321,ID
322,MY
323,NP
324,PH
325,ID
326,ID
327,ID
328,PH
329,ID
330,ID
331,BD
332,ID
333,ID
334,ID
335,ID
336,ID
337,ID
338,ID
339,ID
340,PK
341,ID
342,PH
343,ID
344,MY
345,ID
346,ID
347,VN
348,ID
349,NP
350,PH
351,PH
352,PH
353,ID
354,ID
355,ID
356,ID
357,NP
358,ID
359,ID
360,MY
361,ID
362,PH
363,PH
364,NP
365,ID
366,ID
367,MY
368,BD
369,ID
370,ID
371,ID
372,PK
373,ID
374,ID
375,ID
376,PK
377,NP
378,MM
379,ID
380,ID
381,ID
382,MY
383,MY
384,ID
385,ID
386,ID
387,MY
388,ID
389,PH
390,ID
391,NP
392,PH
393,ID
394,ID
395,PH
396,MY
397,ID
398,PH
399,ID
400,BD
401,ID
402,ID
403,ID
404,PH
405,ID
406,MY
407,PH
408,EG
409,ID
410,ID
411,ID
412,PH
413,PH
414,NP
415,ID
416,ID
417,MY
418,ID
419,ID
420,ID
421,BD
422,ID
423,ID
424,PH
425,PH
426,MY
427,ID
428,MY
429,ID
430,PH
431,ID
432,BD
433,PK
434,ID
435,ID
436,ID
437,PH
438,PH
439,ID
440,ID
441,ID
442,ID
443,PH
444,MY
445,ID
446,ID
447,MY
448,ID
449,ID
450,ID
451,ID
452,ID
453,ID
454,MY
455,MY
456,VN
457,ID
458,PH
459,ID
460,TH
461,NP
462,PH
463,ID
464,ID
465,ID
466,ID
467,VN
468,MY
469,PH
470,BD
471,NP
472,ID
473,ID
474,ID
475,MY
476,ID
477,ID
478,NP
479,VN
480,ID
481,MY
482,ID
483,ID
484,PH
485,PH
486,ID
487,PH
488,NP
489,ID
490,ID
491,MY
492,MY
493,BD
494,BD
495,NP
496,ID
497,ID
498,VN
499,ID
500,BD
501,ID
502,PH
503,VN
504,NP
505,MY
506,NP
507,PH
508,ID
509,PH
510,MY
511,PK
512,ID
513,NP
514,PH
515,ID
516,ID
517,ID
518,PH
519,ID
520,ID
521,NP
522,MY
523,ID
524,MY
525,MY
526,ID
527,ID
528,ID
529,ID
530,ID
531,ID
532,TH
533,ID
534,BD
535,ID
536,ID
537,ID
538,ID
539,TH
540,ID
541,NP
542,PH
543,MY
544,ID
545,ID
546,ID
547,PH
548,ID
549,ID
550,ID
551,ID
552,ID
553,NP
554,ID
555,BD
556,ID
557,ID
558,PH
559,VN
560,ID
561,NP
562,MY
563,PH
564,MY
565,ID
566,TH
567,MY
568,MY
569,ID
570,MY
571,MY
572,MY
573,ID
574,ID
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,TH
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,IQ
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PK
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PK
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,MY
3.43597E+11,NP
3.43597E+11,TZ
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,KH
3.43597E+11,UG
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,NP
3.43597E+11,PH
3.43597E+11,KE
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,KH
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,NP
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,NP
3.43597E+11,NP
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,KH
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,BD
3.43597E+11,NP
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,GH
3.43597E+11,NP
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,TH
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,BD
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,TH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,PK
3.43597E+11,ID
3.43597E+11,VN
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,VN
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,NP
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,NP
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,VN
3.43597E+11,VN
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,BD
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,NP
3.43597E+11,MM
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,KE
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,KH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PK
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MA
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,TH
3.43597E+11,PH
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,VN
3.43597E+11,MY
3.43597E+11,MY
3.43597E+11,PK
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,TH
3.43597E+11,PH
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,NP
3.43597E+11,PK
3.43597E+11,ID
3.43597E+11,NP
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,MY
3.43597E+11,ID
3.43597E+11,ID
3.43597E+11,PH
3.43597E+11,PH
3.43597E+11,ID
